video_id,channel_name,video_title,freq_cut_per_video,video_duration_sec,dominant_color,view_count,title_word_count,video_category,is_for_kids,date_published_cleaned,key_dopamine_factor,dopamine_label
UzZbMj5qYNg,Mini Moments,Dr Seuss' The Grinch  'You're a Mean One'  Extended Preview  Mini Moments,1,587,Multi Colors,281982035,11,Entertainment ,1,08-12-2022,Visual Effects,1
_xVPI5IiWwM,Barbie,Barbie Slumber Party!,1,475,Violet,511591,3,Entertainment,1,17-02-2023,Visual Effects,0
aqMZfQODJZo,JerryRigEverything,How to Install an Elevator in your Living Room!,1,799,White,33388911,9,Informative,0,22-07-2019,Element of Surprise,1
C-VwJvMyTTE,PidiliteIndia,Fevicol Bob Cristo,1,19,No Dominant Color,55136,3,Advertisement,0,16-02-2011,No Dominant Factor,0
wdPvQXw3Qbo,My Car World,"Unboxing 3D excavator,RC city police car,RC drift racing car,spider crawling car,cash transport car.",0,1382,No Dominant Color,610312,16,Entertainment ,1,14-05-2025,No Dominant Factor,0
K4D89vyb4As,Ninja Kidz TV,Swimming in the Ocean with Whale Sharks and Manta Rays!,1,621,Multi Colors,36967394,10,Entertainment,1,12-02-2019,Exploration and Discovery,1
XfW5KNhyupE,Visionary,Elon Musk New BRUTALLY Honest Interview LEAVES Audience Speechless (2025),0,2031,Black,706443,9,Informative,0,28-06-2025,No Dominant Factor,0
ABTdTTnnEU8,MrBeast Gaming,Worldâ€™s Largest Explosion!,1,511,No Dominant Color,241138708,3,Entertainment ,0,08-04-2021,Familiar Characters,1
FzT5KY-1kbI,Fundoor,Learning games and Activities for kids | Logical Maths games | Educational games for preprimary,0,359,No Dominant Color,1065,13,Education,1,06-11-2024,Distinctive Sound Effects,0
n4IhCSMkADc,DOCUMENTRY TUBE,EARTH FROM SPACE: Like You've Never Seen Before,0,765,Blue,15353904,8,Informative,0,27-06-2015,No Dominant Factor,0
p9aEOlzhY6I,Little Big Shots,Unbelievable 4-Year-Old Piano Prodigy Plays Like a Master! ,1,449,Blue,1441568,9,Entertainment ,0,09-06-2025,No Dominant Factor,1
88qpwDEgkgI,Fantasy World ,Beautiful Ocean,1,144,Blue,15731,2,Entertainment,0,05-07-2025,Unique Animation Style,0
Sr_eK-u3OF0,Guinness World Records,Fastest Towed Bicycle,1,149,No Dominant Color,18314392,3,Entertainment,0,16-07-2022,Element of Surprise,1
1O06XvDRYqk,Derphoi,MrBeast's Least Viewed Video,1,57,Multi Colors,76009,5,Shots,0,07-02-2024,Familiar Characters,0
ap9GQCBS7mM,Nas Daily,Most Depressing Country.,1,253,No Dominant Color,31601530,3,Informative,0,30-09-2019,Element of Surprise,1
9EPcRrcH_JQ,No More Later.,7 Simple Brain Exercises to Boost Your Brain Power and Focus,1,361,White,17428,11,Informative,0,24-06-2025,No Dominant Factor,0
Zu6o23Pu0Do,ChuChu TV,"Rain, Rain, Go Away Nursery Rhymes",1,164,Multi Colors,2292465739,6,Music,1,20-11-2013,Visual Effects,1
NjfZQJbSPSY,Family Central,Stuart Little: Stuart Gets Stuck In The Washing Machine ,1,509,No Dominant Color,2298745,9,Entertainment ,0,07-04-2023,Element of Surprise,1
Ad3HP6iRyUE,Mrwhoawtheboss,My Perfect Value Everyday Tech!,0,1084,Black,3275538,5,Informative,0,28-05-2025,No Dominant Factor,0
qaeTJx3fFMA,Vania Mania Kids,Kids play with balloons ,1,1566,Green,224857,4,Entertainment,1,25-07-2025,Familiar Characters,0
aJYYNMulVRw,History,TOP 4 SHOCKING MYSTERIES OF 2024 ,1,1344,Blue,3053975,6,Informative,0,16-12-2024,Mysteries,1
B9AIbuUpyOA,Learning for Little,PARTS of the BODY | HUMAN BODY PARTS NAME | English Vocabulary for Kids,0,331,White,1120,12,Education,1,11-01-2024,Unique Animation Style,0
uYkZmpTj_-4,Elis and Thomas Tube,Little Girl Elis Ride On Pink Jeep with Cozy Coupe Little Tikes ,1,248,Pink,346952587,11,Entertainment,1,08-09-2018,Visual Effects,1
t5MwlpayiS4,Factora,How Crayons are Made,1,465,Multi Colors,2691414,4,Informative,0,09-03-2024,Distinctive Sound Effects,0
DCLylv_HyXo,Disney Jr. ,Lightning Helps The King Scene,1,168,Multi Colors,95794796,5,Entertainment,1,25-01-2020,Familiar Characters,1
DMcA7yAE1tQ,Suno Kids TV,If You are Happy and You Know It - Animal Version,0,162,No Dominant Color,19750,10,Music,1,01-01-2025,Repetitive Music/Audio,0
07PBcmGozDA,Stand-up Maths,James Grime's Maths Puzzle: The self descriptive number,0,104,White,89915,8,Education,0,06-01-2016,No Dominant Factor,0
c-keaqyidxU,Kids Roma Show,Roma and Diana entertain little brother Oliver,1,1020,Pink,185812471,7,Entertainment ,1,17-06-2022,Distinctive Sound Effects,1
gyVwpFLFqgY,HiHo Kids,Kids Try Exotic Fruits,1,351,Multi Colors,67021128,4,Entertainment,1,17-07-2017,Element of Surprise,1
ZUI2Z0h5Gzk,Emily Calandrelli,Emily's Science Lab - Fluffy Unicorn Slime Experiment (ASL),1,264,No Dominant Color,638,8,Education,1,08-01-2025,Element of Surprise,0
N5vJSNXPEwA,TED-Ed,Can you solve the prisoner hat riddle? - Alex Gendler,1,274,White,32201857,9,Education,0,05-10-2015,Element of Surprise,1
55gweFYIk1I,Nicholas Protsenko,"10,000 Reasons â€“ Incredible Street Performance by 4 & 7-Year-Old Brothers!",1,229,No Dominant Color,392369,11,Music,0,28-06-2025,No Dominant Factor,0
3q5fuVFWe0Q,Van Gogh Museum,Vincent van Gogh: My Story,1,291,White,246592,5,Informative,0,22-12-2020,No Dominant Factor,1
rfmXkhBieXA,Vogue,Kendall Jenner Shares Her Morning Beauty Routine,1,127,Pale,29303415,7,Entertainment ,0,22-08-2017,Familiar Characters,1
KCSNFZKbhZE,Marvel Entertainment,Marvel Studiosâ€™ Avengers: Endgame | Special Look,1,60,No Dominant Color,31545853,6,Entertainment,0,03-02-2019,Familiar Characters,1
TeQ_TTyLGMs,DisneyMusicVEVO,Do You Want to Build a Snowman? ,1,201,White,466159480,7,Music,1,22-05-2020,Familiar Characters,1
N6fxAEpUWBM,Kids Diana Show,Diana wants to be a good sister for baby Oliver,1,398,Multi Colors,814171944,10,Entertainment ,1,31-07-2021,Visual Effects,1
Mxgwfx9bvXA,Emma And Joey,Baby's First Haircut Song,1,167,Blue,37321105,4,Nursery Rhymes,1,08-05-2022,Repetitive Music/Audio,1
wzj1CwcAUEs,ArtTime Ideas,"How to draw Cute Cats, Avocados, Hearts, and More! Part 1",0,186,White,23101,10,Informative,1,02-08-2025,No Dominant Factor,0
nAy90uTEPhg,Little Big Shots,"
Akash vs. Steve Harvey: The Ultimate Spelling Showdown! ",1,463,Black,189536,8,Informative,0,28-05-2025,On-screen Positive Feedback,0
V8yDMAsImAs,SIM2,I Used The WORST Icon Team,1,311,No Dominant Color,35476,6,Entertainment ,0,08-05-2022,Distinctive Sound Effects,0
4oK1l7MxUx0,Allure,Nicole Scherzinger's Opulent Bathroom Tour,1,610,White,995460,5,Vlog,0,07-10-2019,Familiar Characters,0
8R02NE050Jk,Netflix,Jiro Dreams of Sushi now on Netflix!,1,148,White,511606,7,Informative,0,28-08-2012,No Dominant Factor,0
XQ767LlrDc0,BBC World Service,"Do we get enough sleep? - The Global Story podcast, BBC World Service",0,1142,No Dominant Color,507739,12,Informative,0,15-05-2025,No Dominant Factor,0
1O8lEIbzVGQ,WB Kids,Tom & Jerry Who is the Best Pet? ,1,948,Multi Colors,81610521,7,Entertainment,1,30-03-2019,Distinctive Sound Effects,1
y3qlAbJgTcE,"Question More,Action Knowledge.",Scale of Things - Teaching Kids How Size Changes Everything!,1,192,Multi Colors,4,9,Education,0,16-07-2025,No Dominant Factor,0
Ki5NmNPN-aw,KidsShorts,Funny Baby is diving in the pool,0,5,Blue,42837617,7,Entertainment,1,23-09-2022,Character Novelty,1
x4pg4pgulfs,Story Light,Be Happy,1,204,Yellow,121374,2,Short Story,0,10-06-2025,Visual Effects,0
PpkCwbwgwPs,Apple TV,Stillwater â€” Shorts: Yoga Poses for Kids,1,242,Red,627049,5,Informative,1,19-03-2022,No Dominant Factor,0
E7bpYaxgC5o,English Speeches,ENGLISH SPEECH  TIM COOK: Serve Humanity,0,980,Black,155601,6,Informative,0,17-12-2022,No Dominant Factor,0
7KRfBGEFaY8,Oliver and Lucas,Prepare your child for first PLANE Ride ,1,463,No Dominant Color,4860435,7,Informative,1,02-12-2021,Creative Elements,1
Kgmb9pw8K3s,Mother Goose Club,Driving in My Car - Mother Goose Club Phonics Songs,1,151,Yellow,521407002,9,Music,1,19-04-2013,Repetitive Music/Audio,1
8OqTpIepNec,Little Angel Jobs and Career Songs,Do You Know the Police Man? ,1,274,Yellow,744436,5,Music,1,27-05-2023,Repetitive Music/Audio,1
3TqClefAEvg,Samsung,[Case Study] Peninsula Hotel,1,188,Black,5463,4,Informative,0,03-09-2013,No Dominant Factor,0
_oLaTYlukE4,T-Series Kids Hut,"Short Stories for Children | 13 Stories | Gingerbread Man Story, Lion and Mouse Story",1,3215,Multi Colors,623229,13,Short Story,1,25-02-2015,Engaging Narrative,1
Y9gbdN0JS6Q,Fernando Furones,The Last Shot (Short Animation Film) - Music by Fernando Furones,0,159,Brown,514977,7,Entertainment ,0,16-08-2017,No Dominant Factor,0
6MG9CIARj1A,Ronald Karle Music Composer and Arranger,Meditation 14 The Lost World,0,433,Black,28,4,Music,0,01-08-2025,On-screen Positive Feedback,0
skCRd_VfOuc,Rock 'N Learn,Preschoolers Learn to Say Colors on a Picnic,0,142,Green,160925,8,Music,1,12-01-2018,Catchy/Melodic Music,0
cbm5D4I5zBQ,Like Nastya,Nastya and Evelyn go on an exciting fun cruise,1,715,Pink,19072142,9,Entertainment ,1,02-05-2025,Familiar Characters,1
BbCefdlDDTU,Hello Kitty and Friends ,Hello Kitty and Friends Supercute Adventures,1,222,Green,33813700,6,Entertainment ,1,14-01-2021,Familiar Characters,1
4ZI7hG20C1g,Tiny Tune Tales,Welcome to the Jungle Show!,0,151,No Dominant Color,967,5,Music,1,01-07-2025,Repetitive Music/Audio,0
0tOnksFbm7g,Modern Life Studio,Future City 2250,1,186,Blue,10514,3,Informative,0,21-07-2025,Sci-fi,0
T2iRrh7TQoo,JerryRigEverything,Polar Bear swimming with little boy video,0,123,Green,146158,7,Entertainment ,0,23-07-2012,No Dominant Factor,0
6gZB3QXEoFg,6gZB3QXEoFg,Beautiful Waterfall with Relaxing Nature Sounds ,0,3600,Green,3434,6,Music,0,19-06-2025,Distinctive Sound Effects,0
vetKTtM7YyU,Flashback FM,Bank Heist The Dark Knight,1,295,Black,148890664,4,Entertainment,0,21-07-2016,Familiar Characters,1
w_UNVtvgRhg,For Kids TV,Kitty's Games - COLORED TRACTORS,1,417,Yellow,149078426,4,Entertainment,1,27-08-2022,Game-like Progression,1
aQolW0dKmdE,Wrath of Math,How to Simplify Negative Exponents,0,277,White,135,5,Education,0,29-10-2016,No Dominant Factor,0
F137IANXaF4,Film Courage,Artists Don't Have To Believe In Themselves To Have Success - Brad Rushing,0,991,Black,2007800,12,Informative,0,28-01-2021,No Dominant Factor,0
1ND8yBYwXSI,Justin Bieber,ALL I CAN TAKE,0,247,Black,350831,4,Music,0,11-07-2025,No Dominant Factor,0
AjiVwZ9nOxI,NAGA,"The World in 1000 Years: How We Will Live, Think, and Evolve",1,1093,Blue,416470,11,Informative,0,30-06-2025,No Dominant Factor,0
Yhs6eS6lEeY,Almama - Nursery Rhymes,Baa Baa White & Black Sheep  ,1,744,Yellow,6482433,5,Music,1,23-06-2025,Repetitive Music/Audio,1
ccHg8z89UyQ,John Kids Channel,John and the Letter to the Future,1,184,Peach,30,7,Entertainment,1,08-02-2025,Unique Animation Style,0
1PsrQndAJI4,ToysXL - TV Commercials,Club Petz - Mystery Mao!,1,30,Grey,1867,4,Advertisement,1,02-09-2019,Engaging Narrative,0
lENckZLSQGM,Tayo the Little Bus,Cute yellow taxi Nuri,1,1339,Yellow,24594675,4,Entertainment,1,16-02-2022,Game-like Progression,1
nz8qR1zv0qI,Kidzuko,The Story of the Hatchlings and the Lost Baby Eggs,1,401,Blue,37287920,10,Entertainment ,1,19-11-2024,Distinctive Sound Effects,1
U15sCqscZAk,Netflix India,Mighty Little Bheem,0,195,Brown,889423465,3,Entertainment ,1,24-04-2019,Familiar Characters,1
yWNogMItAus,WB Kids,"Be Cool, Scooby-Doo!",0,113,Orange,34191,4,Entertainment ,1,16-08-2016,Familiar Characters,0
KxSGM6_xIxQ,Disney Kids,Feed the Birds,1,226,Blue,268523561,3,Entertainment,1,13-01-2018,Distinctive Sound Effects,1
ED6ZxkOOLi0,5 - Minutes Crafts,22 AWESOME HACKS AND DIYs YOU SHOULD TRY,1,788,Multi Colors,13435540,8,Informative,1,20-07-2020,Element of Surprise,1
YvpykARMt7g,Johny FamilyShow,Five Little Children Standing on the Chair,1,134,Yellow,63731206,7,Nursery Rhymes,1,13-01-2025,Repetitive Music/Audio,1
rdhBShuA0Z8,Joel and Emilia,How to Travel Greece - Greece travel guide,1,369,No Dominant Color,2851,7,Tourism,0,30-05-2021,No Dominant Factor,0
oSCOqipV5v4,TAINA,What Our VEGAN/PLANT-BASED Children Eat ,1,682,White,2316980,6,Food Vlog,1,14-01-2019,Visual Effects,1
Wlf1T5nrO50,GULU Animation,The Bread - Animated Short Film by GULU,1,220,Yellow,38479165,7,Entertainment ,1,04-07-2021,On-screen Positive Feedback,1
dFq2ZZvjFN8,Kidibli (Kinder Spielzeug Kanal),A Garbage Truck Recycles Waste for Kids,1,1305,Multi Colors,472137653,7,Entertainment,1,03-01-2020,Game-like Progression,1
xfZNCHQ7dMw,Clever Spaces Girl,"Dream Palaces Among the Stars: A 4K Escape Into Light, Crystal, and Cosmic Beauty",1,221,Glitters,52754,14,Entertainment,0,11-07-2025,Visual Effects,0
3vgJBs4yFZQ,TomSka,The Making of KILL BING,0,411,Green,173591,5,Entertainment ,0,07-05-2007,No Dominant Factor,0
IqzMUn90tMg,Josh2Funny Ent.,The fastest Reader in the world,1,363,Black,9716770,6,Informative,0,02-09-2022,Creative Elements,1
mXoVLfJVTag,Kids Diana Show,Diana and Roma - TOY CITY - Kids Song ,1,181,Purple,40713740,7,Entertainment ,1,31-10-2021,Distinctive Sound Effects,1
bFsFPNgD9hg,Zen Bunny Garden,"The Filial and Obedient Bunny, An Unexpected Event That Makes The Bunny Collapse",1,484,White,105029,13,Entertainment,0,13-06-2025,Unique Animation Style,0
SfhI_OcRAJE,Mother Goose Club,If You're Happy and You Know It + More | Mother Goose Club Nursery Rhymes,1,3306,Multi Colors,1210636,14,Music,1,27-05-2023,Catchy/Melodic Music,1
rx3G7lZNcFI,Disney Jr.,Where Is Warehouse Mouse?,0,150,Brown,956329,4,Entertainment ,1,07-01-2011,Distinctive Sound Effects,0
A4mrIQrAqvg,Brave Wilderness,Real Isopod Hours with Coyote Peterson,1,1286,Multi Colors,44666825,6,Informative,1,15-01-2022,Exploration and Discovery,1
p9I_lixkY0A,WB Kids,Scooby-Doo!,1,25,Yellow,33485,2,Entertainment ,1,05-05-2015,Familiar Characters,0
9QfMnNPg6X0,Global Health Media Project,The Story of Cholera: Andeyo version,1,268,White,14119,6,Informative,0,20-03-2012,No Dominant Factor,0
QkCa--fyGjA,Stoic Shift,You vs You,1,645,Black,5016688,3,Motivation,0,10-08-2024,On-screen Positive Feedback,1
Z50jLoHsP94,Victoria Chorale,Stopping By Woods on a Snowy Evening (Eric Whitacre) Victoria Chorale and Nelson Kwei,0,312,Black,36,12,Music,0,08-02-2025,Distinctive Sound Effects,0
HJkAI-Dhq50,Cocomelon - Nursery Rhymes,Yes Yes Bedtime SongÂ ,1,243,White,1810275240,4,Music,1,18-09-2018,Familiar Characters,1
WHqJhrzADm0,Apple TV,Stillwater â€” A Mindful Moment of Listening,1,189, Green,245350,6,Entertainment,0,16-01-2021,No Dominant Factor,0
54IteWmegk0,Cleo Abram,Why I left Vox,1,376,No Dominant Color,832938,4,Informative,0,10-01-2022,No Dominant Factor,0
r4xZnUsg7rI,60 Minutes Australia,Donald Trump vs Elon Musk: What does their fallout mean for the world? ,1,2750,Black,1356829,12,Informative,0,02-07-2025,No Dominant Factor,1
fLexgOxsZu0,Bruno Mars,Bruno Mars - The Lazy Song (Official Music Video),0,199,Brown,3056148380,8,Music,0,16-03-2011,Catchy/Melodic Music,1
So5REm9ZGKs,Muhammad Kashif,AMERICAN HIGH SCHOOL First Day,0,706,White ,1178190,5,Entertainment ,0,21-09-2024,No Dominant Factor,0
8e0z3-iZ_TY,America's Got Talent,The Savitsky Cats: Super Trained Cats Perform Exciting Routine - America's Got Talent 2018,1,190,No Dominant Color,58148511,13,Entertainment,0,30-05-2018,Game-like Progression,1
cc_izeslUWo,Animal HT,Bon Bon goes to pick fruit and swim with the duckling,1,224,Green,55655856,11,Entertainment,1,25-11-2020,Familiar Characters,1
uBLJ0wfr6Y,YMCA Bahrain,BECAUSE HE LIVESâ€¦..AMENâ€¦,0,199,Black,781,4,Music,0,26-07-2025,No Dominant Factor,0
9dzIcqFSp34,Atomy Oceania Official ,[Product AD] Atomy Kids Toothbrush,1,109,White,244,5,Advertisement,1,06-07-2022,No Dominant Factor,0
abs71ME0jIk,KATURI,The Baby Turtle in the Forest ,1,386,Green,64410140,6,Entertainment,1,22-04-2022,Visual Effects,1
BV2q_wZa_Pk,Steve TV Show,Do the â€˜Young Sheldonâ€™ Stars Know The 80â€™s?,1,262,No Dominant Color,2801360,8,Entertainment ,0,04-08-2018,Creative Elements,1
oRnqK4CntGQ,Science and fun,Water bottle flips like a pro,0,82,No Dominant Color,76653,6,Entertainment ,0,01-11-2016,No Dominant Factor,0
5QINV3I8r1I,Boey Bear - Toddler Learning Videos,"Toddler Preschool Learning Videos, Circle Time Tuesday | Montessori Fine Motor Skills three year old",0,654,Yellow,333565,14,Education,1,08-11-2020,Visual Effects,0
f5NJQiY9AuY,The EllenShow,Bill Gates Chats with Ellen for the First Time,1,394,Blue,26512406,9,Entertainment ,0,21-02-2018,Familiar Characters,1
qnAD-wE6gDE,Echoes Of the Nile,Ancient Egypt Music â€“ Mystical Sounds of the Nile & Pharaohs,1,367,Yellow,117687,9,Music,0,20-06-2025,Distinctive Sound Effects,0
7m4zQpf3Ouo,STILL I RISE Motivation,Ratan Tata Leaves The Audience SPEECHLESS ,1,369,No Dominant Color,3406234,6,Informative,0,05-01-2022,On-screen Positive Feedback,1
dmyRV32_jIk,Nerd Robot,Evolution of Batman Costume in Comics,0,75,Yellow,74966,6,Informative,0,04-09-2019,Visual Effects,0
lrApuDiIl5c,Youth Chorus of Annapolis(YCA),Vuela,0,139,Black,21,1,Music,0,31-07-2025,Distinctive Sound Effects,0
4FQU4TPT9qg,CJ7,Sony Pictures India - English,0,422,Yellow,327801,1,Entertainment ,0,23-12-2023,Exploration and Discovery,1
khvGCsv54JE,The Way UK,HAVEN,1,395,Yellow,321573,1,Entertainment,0,19-12-2024,Religious,0
TrizwEkTIRc,Buddy Son Storytime,The Girl Who Makes A Million Mistakes â€“ A story about growth mindset and not giving up!,1,429,Blue,194149,16,Entertainment,1,05-02-2025,No Dominant Factor,0
BQ0mxQXmLsk,Camila Cabello,Camila Cabello - Havana ft. Young Thug,1,402,No Dominant Color,1121411114,6,Music,0,24-10-2017,Catchy/Melodic Music,1
xfT2xxG6UPQ,CKN,Making Icy Pop Fruity Hoops Factory Fun DIY Yummy Kids Popsicle Maker CKN,1,584,Grey,192374947,13,Entertainment,1,14-01-2017,Creative Elements,1
Goqww0TgajY,Netflix Jr,Playground Time! Mighty Little Bheem ,1,272,Orange,939142773,5,Entertainment,1,11-09-2020,Familiar Characters,1
hcw3xxeOSwU,Fisher-PriceÂ® India,Behind the Scenes with Toy Design & Testing,1,45,Multi Colors,2260,8,Informative,1,26-01-2015,No Dominant Factor,0
7lAlEbjZ1sM,Steleo - Educational Videos for Kids,Prepare your Child for their First Flight  Kidsâ€™ First Plane Ride First Airplane Ride for Kids,1,586,Multi Colors,365052,16,Education,1,21-05-2024,No Dominant Factor,0
UGKbUcDK98A,Kieran Brown,Old Man Crazy Football Skills Prank,1,287,No Dominant Color,17038832,6,Entertainment ,0,02-11-2019,Distinctive Sound Effects,1
uBIjpx2Re3M,Jason Vlogs Indonesia,Jason and the fun cop adventure Children's stories about the adventures of professions,1,725,Blue,106900638,13,Informative,1,09-12-2021,Exploration and Discovery,1
lz8sUiXAnbs,Mark Manson,The Subtle Art of Not Giving a F*ck - Summarized by the Author,0,2264,Black,5996109,12,Informative,0,05-05-2021,No Dominant Factor,0
3zM4FfxeqTc,Scene City,umanji Welcome to the Jungle: Strengths and Weaknesses,1,207,Green,4239126,8,Entertainment,0,12-04-2022,Familiar Characters,1
1I_0fyqqwEs,Bubble Bee Kids,"Hammer Hammer, Tap That Beat!",1,70,Blue,141,5,Music,1,31-07-2025,Repetitive Music/Audio,0
am-up4xaG1g,Vooks,Little Craig! | Animated Read Aloud Kids Books | Vooks Narrated Storybooks,1,1235,Brown,85019,10,Short Story,1,23-03-2023,Engaging Narrative,0
efaobNg9VkQ,Wisdom Tales,Donâ€™t Carry Yesterday,1,330,Orange,80,3,Motivation,0,17-07-2025,On-screen Positive Feedback,0
ZqubVIWNxK0,Kids Diana Show,Diana Roma and Oliver Open the 10 Doors Adventure,1,570,Yellow,336065691,8,Entertainment ,1,05-02-2023,Exploration and Discovery,1
Wg5ChyHn8o4,Official Pink Panther ,Cleanliness is Next to Pinkliness,1,440,Pink,264323877,5,Entertainment,1,03-01-2017,Distinctive Sound Effects,1
4wyCCcqu-sA,Bedtime Stories for kids - Moonbug Kids,Twinkle's Magic Sleepy Song,1,1139,Blue,47672846,4,Music,1,15-07-2023,Distinctive Sound Effects,1
CSsAhuZ7lGw,Oddbods & Friends,Antiks  Feeling Sick!,1,3592,Orange,46863532,3,Entertainment ,1,30-12-2023,Visual Effects,1
rdfC6XwXTW0,Dude Perfect,Giant Warship Battle,1,401,Blue,112750934,3,Entertainment,0,18-10-2016,Familiar Characters,1
2d9mIQhidtc,CBS Mornings,Former Navy SEAL David Goggins on how to reach your full potential,1,361,Black,671850,12,Informative,0,31-12-2018,No Dominant Factor,0
sbCvQbBi2G8,TED-Ed,Whatâ€™s the smartest age? - Shannon Odell,1,292,Sandal ,2180290,6,Informative,0,18-08-2022,No Dominant Factor,0
0aT-LRoxP5k,AGT,Adorable Kid Magician WOWS The Judges,1,53,Blue,245022354,6,Entertainment,0,14-10-2021,Element of Surprise,1
gvm6DN2ZfD0,Sesame Workshop International ,Ð¢Ñ€Ð¸ ÑÑ‚Ð¾Ñ€Ð¾Ð½Ð¸ ÐºÐ¾Ð¶Ð½Ð¾Ñ— Ñ–ÑÑ‚Ð¾Ñ€Ñ–Ñ—!,1,306,Multi Colors,9862,4,Entertainment,1,05-10-2023,Engaging Narrative,0
9Tmd9XkyOKE,TechJoint,125 LATEST Amazon Gadgets You Must See,1,2720,No Dominant Color,727168,7,Informative,0,07-07-2024,No Dominant Factor,0
68KTlt8eZ1M,Disney Jr.,Sofia the First Meets Disney Princess Cinderella! ,0,209,Violet,12622127,9,Entertainment ,1,04-03-2020,Familiar Characters,1
nwKC14Lcyg4,GODZEAL,If you're still alive.. this is for you,1,537, Pastel Colors,152411,8,Motivation,0,18-06-2025,On-screen Positive Feedback,1
bnWpYPYsLiM,Twinkle stories - Makin,FRUITS NAME for Toddlers | Learning videos for kids | First words for babies | English vocabulary,1,174,Multi Colors,5549,14,Education,1,22-10-2024,Distinctive Sound Effects,1
kzGeWunBfBk,Open Letter,How UPI is Making India Proud,0,555,White,31034,6,Informative,0,25-12-2018,No Dominant Factor,0
ER5qQubv8u0,Beadies â€“ Educational Cartoons & Early Lerning,Beadies - Let's get acquainted with all the Beadies! - Nursery Rhymes & Kids Songs,1,475,Multi Colors,43823,13,Music,1,21-06-2023,Catchy/Melodic Music,0
EvOyEdL8eOc,MKS TUTORIALS by Manoj Sir,25. Hyperbolic Functions | Relations between Circular Functions and Hyperbolic Functions,0,486,White,391,9,Education,0,19-03-2025,Distinctive Sound Effects,0
vuwpoTuJRB4,Satvic Movement,Fever is NOT an Enemy but a FriendÂ ,0,375,White,327327,8,Education,0,25-06-2018,No Dominant Factor,0
CrvFBb89dvs,Buddha Motivation,"
One Thought That Ends Anxiety",0,262,No Dominant Color,25099,5,Motivation,0,22-04-2025,No Dominant Factor,0
Zr377o7Wvjs,Yes! Kids,Daily Use Question Answer | Fun Learning Question and Answer | English Practice #educationalvideo,0,491,White,14313,12,Education,1,23-05-2024,Distinctive Sound Effects,0
bi2NgISjcgI,TheEllenShow,Ellen's Favorite Moments with Noah Ritter,1,277,White,26002229,6,Entertainment ,0,08-06-2015,Familiar Characters,1
vdlQx8e5bQc,Park Players,Time | ChitChats | Park Players,1,87,Green,805,4,Entertainment,1,05-07-2024,Engaging Narrative,0
ikj5VJIzMBM,Sesame Workshop International ,China: Dream Save Do Launch Event,1,171,No Dominant Color,20501,6,Informative,1,07-08-2017,Eye Catching Miniatures,0
VW17kS5URlM,"Daniel Tiger - ""When Ants Have a Picnic"" SONG",Daniel Tiger's Neighbourhood - 9 Story,0,70,Brown,92765,8,Music,1,31-01-2015,Catchy/Melodic Music,0
k9YiFYPLh1Y,Cocomelon - Nursery Rhymes,The Colors Song (with Popsicles) ,1,288,Yellow,712769378,10,Education,1,13-12-2022,Repetitive Music/Audio,1
yuq8Iggweck,The Tonight Show Starring Jimmy Fallon,"Ed Sheeran and Jimmy Build ""Shape of You"" Using a Looping Station",1,226,Peach,965456,13,Entertainment ,0,27-05-2025,Familiar Characters,1
Ix_sAkF-b_U,Calcutta Aviation,Extremely Close Plane Spotting from Kolkata Airport ,0,600,No Dominant Color,21475,7,Entertainment ,0,13-11-2022,No Dominant Factor,0
JSVFblJuZTU,Bermain Bersama,VINERIA berubah? jadi apa ya!!Â #sprunkiÂ #sprunkisongÂ #sprunkiindonesiaÂ #vineria,0,251,Multi Colors,250,9,Entertainment,1,14-03-2025,Visual Effects,0
Wm4R8d0d8kU,Cocomelon - Nursery Rhymes,Old MacDonald,1,169,Blue,2282803378,2,Music,1,18-04-2018,Repetitive Music/Audio,1
JkaxUblCGz0,Netflix,Our Planet,1,2897,White,42230362,2,Nature,0,17-04-2020,Visual Effects,1
g-jwWYX7Jlo,Mateusz M,Dream - Motivational Video,1,379,No Dominant Color,65620180,3,Motivation,0,02-07-2013,On-screen Positive Feedback,1
9HDeEbJyNK8,LittleBabyBum,Twinkle Twinkle Little Star ,0,30,Yellow,76850426,4,Music,1,30-08-2011,Repetitive Music/Audio,1
g_ou-T0Puh4,Peekaboo Kidz,Invention of Noodles,0,364,Green,1809909,3,Education,1,07-06-2024,Familiar Characters,0
W55-QiHCYGA,Big Bang Academy Kids,"""What's In Our Digestive System?"" Explained ",0,272,Red,16741700,6,Education,1,04-11-2021,Distinctive Sound Effects,0
KFsddFc-sI4,Future Tech,22 New Gadgets And Inventions ( 2025 ) That You Will Want to Buy,0,1099,No Dominant Color,321458,10,Informative,0,07-04-2025,No Dominant Factor,0
Di310WS8zLk,Netflix ,Wednesday Addams,1,132,Black,28786227,2,Entertainment ,0,17-08-2022,Familiar Characters,1
cr5Vjtg2Y2U,Robin Agarwal,"One Earth, One Chance",1,217,Green,17891,4,Music,0,02-06-2025,No Dominant Factor,0
R4AxrQciwmc,Cat Trumpet,Breathtaking Spring Flowers in 4K ~ Amazing Nature Scenery & The Best Relax Music 3 HOURS,1,10809,Multi Colors,34719,15,Nature,0,28-03-2023,Visual Effects,0
rrATJar_ocA,Johny FamilyShow,"Are you sleeping Brother John, Linda Pretend Play with Baby Dolls #13",1,394,Yellow,251317217,11,Entertainment ,1,30-04-2023,Distinctive Sound Effects,1
